Campus,City,Degree,Email,EnrollmentStatus,EntryTerm,EntryYear,ExpectedGraduateTerm,ExpectedGraduateYear,FirstName,Gender,LastName,LocalAddress,LocalPhone,MiddleName,NeuId,Scholarship,State,VisaType,Zip
BOSTON,Boston,MASTERS,Ashley151@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Ashley,F,Lopez,360 Huntington Ave,6175686596,,151,No,MA,,02115
BOSTON,Boston,MASTERS,Daniel152@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Daniel,M,Perry,360 Huntington Ave,6176059181,,152,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Andrew153@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Andrew,M,Perry,401 Terry Ave N,2067681223,,153,No,WA,,98109
SEATTLE,Seattle,MASTERS,Joseph154@gmail.com,FULL_TIME,SPRING,2016,SUMMER,2018,Joseph,M,Jackson,401 Terry Ave N,2063986540,,154,No,WA,F1,98109
BOSTON,Boston,MASTERS,Sarah155@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,Sarah,F,Jackson,360 Huntington Ave,6176649289,,155,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Betty156@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,Betty,F,Wood,401 Terry Ave N,2065730545,,156,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Joseph157@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Joseph,M,Allen,401 Terry Ave N,2064544606,,157,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Carol158@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Carol,F,Brown,401 Terry Ave N,2068493225,,158,No,WA,F1,98109
BOSTON,Boston,MASTERS,Ashley159@gmail.com,FULL_TIME,SPRING,2016,SUMMER,2018,Ashley,F,Johnson,360 Huntington Ave,6174875409,,159,No,MA,,02115
SEATTLE,Seattle,MASTERS,Margaret160@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Margaret,F,Lee,401 Terry Ave N,2069758774,,160,Yes,WA,F1,98109
SEATTLE,Seattle,MASTERS,Betty161@gmail.com,GRADUATED,SPRING,2014,SUMMER,2016,Betty,F,Williams,401 Terry Ave N,2066011109,,161,No,WA,,98109
SEATTLE,Seattle,MASTERS,Thomas162@gmail.com,GRADUATED,SPRING,2015,SUMMER,2017,Thomas,M,Hall,401 Terry Ave N,2061458235,,162,No,WA,,98109
SEATTLE,Seattle,MASTERS,Michael163@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Michael,M,Lopez,401 Terry Ave N,2065501139,,163,No,WA,,98109
SILICON_VALLEY,San Jose,MASTERS,Daniel164@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Daniel,M,Wilson,Front Street,2202040261,,164,No,CA,F1,94080
CHARLOTTE,Charlotte,MASTERS,Susan165@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Susan,F,Allen,101 N Tryon St,9800759696,,165,No,NC,,28246
SEATTLE,Seattle,MASTERS,Matthew166@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Matthew,M,White,401 Terry Ave N,2065627426,,166,No,WA,,98109
BOSTON,Boston,MASTERS,Ashley167@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Ashley,F,Smith,360 Huntington Ave,6170757329,,167,Yes,MA,F1,02115
SEATTLE,Seattle,MASTERS,Donna168@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Donna,F,Hall,401 Terry Ave N,2062709460,,168,Yes,WA,F1,98109
BOSTON,Boston,MASTERS,Lisa169@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Lisa,F,Gray,360 Huntington Ave,6178741813,,169,No,MA,F1,02115
BOSTON,Boston,MASTERS,Andrew170@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Andrew,M,Lee,360 Huntington Ave,6173592167,,170,No,MA,F1,02115
BOSTON,Boston,MASTERS,Paul171@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Paul,M,Smith,360 Huntington Ave,6176237640,,171,Yes,MA,F1,02115
BOSTON,Boston,MASTERS,Charles172@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Charles,M,Johnson,360 Huntington Ave,6174638503,,172,No,MA,,02115
CHARLOTTE,Charlotte,MASTERS,Michael173@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Michael,M,Miller,101 N Tryon St,9807295490,,173,No,NC,,28246
SEATTLE,Seattle,MASTERS,Kimberly174@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Kimberly,F,Perry,401 Terry Ave N,2069101009,,174,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Nancy175@gmail.com,GRADUATED,SPRING,2015,SUMMER,2017,Nancy,F,Hall,401 Terry Ave N,2064738284,,175,No,WA,,98109
SEATTLE,Seattle,MASTERS,Thomas176@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Thomas,M,Lee,401 Terry Ave N,2066701731,,176,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Charles177@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Charles,M,Williams,401 Terry Ave N,2065302695,,177,No,WA,,98109
BOSTON,Boston,MASTERS,Anthony178@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Anthony,M,Carter,360 Huntington Ave,6179649826,,178,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Donna179@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Donna,F,Taylor,401 Terry Ave N,2064827954,,179,No,WA,F1,98109
BOSTON,Boston,MASTERS,Jessica180@gmail.com,FULL_TIME,SPRING,2018,SUMMER,2020,Jessica,F,Smith,360 Huntington Ave,6175119849,,180,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,Margaret181@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Margaret,F,Davis,Front Street,2204172311,,181,No,CA,,94080
SEATTLE,Seattle,MASTERS,David182@gmail.com,FULL_TIME,SPRING,2016,SUMMER,2018,David,M,White,401 Terry Ave N,2064965489,,182,Yes,WA,F1,98109
BOSTON,Boston,MASTERS,Carol183@gmail.com,GRADUATED,SPRING,2014,SUMMER,2016,Carol,F,Lee,360 Huntington Ave,6174255514,,183,No,MA,,02115
SEATTLE,Seattle,MASTERS,James184@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,James,M,Perry,401 Terry Ave N,2061048305,,184,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Patricia185@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Patricia,F,White,401 Terry Ave N,2062666299,,185,No,WA,F1,98109
CHARLOTTE,Charlotte,MASTERS,Dorothy186@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Dorothy,F,Lopez,101 N Tryon St,9806442004,,186,Yes,NC,F1,28246
BOSTON,Boston,MASTERS,Richard187@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Richard,M,Williams,360 Huntington Ave,6178457834,,187,No,MA,,02115
SEATTLE,Seattle,MASTERS,Sarah188@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Sarah,F,Brown,401 Terry Ave N,2066099168,,188,No,WA,,98109
SEATTLE,Seattle,MASTERS,Betty189@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Betty,F,Lopez,401 Terry Ave N,2069828893,,189,No,WA,F1,98109
CHARLOTTE,Charlotte,MASTERS,Ashley190@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Ashley,F,Smith,101 N Tryon St,9802889253,,190,No,NC,,28246
BOSTON,Boston,MASTERS,Linda191@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,Linda,F,Lopez,360 Huntington Ave,6177774957,,191,No,MA,F1,02115
CHARLOTTE,Charlotte,MASTERS,Michael192@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Michael,M,Jones,101 N Tryon St,9806318625,,192,No,NC,,28246
SEATTLE,Seattle,MASTERS,Steven193@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Steven,M,White,401 Terry Ave N,2067058889,,193,No,WA,,98109
BOSTON,Boston,MASTERS,Carol194@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Carol,F,Jones,360 Huntington Ave,6177422394,,194,No,MA,,02115
SEATTLE,Seattle,MASTERS,Margaret195@gmail.com,FULL_TIME,SPRING,2016,SUMMER,2018,Margaret,F,Wood,401 Terry Ave N,2068196826,,195,No,WA,,98109
SEATTLE,Seattle,MASTERS,Paul196@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Paul,M,Lee,401 Terry Ave N,2067441587,,196,Yes,WA,F1,98109
BOSTON,Boston,MASTERS,Andrew197@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Andrew,M,Jones,360 Huntington Ave,6172072325,,197,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,Dorothy198@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Dorothy,F,Taylor,Front Street,2208545172,,198,No,CA,F1,94080
BOSTON,Boston,MASTERS,Richard199@gmail.com,PART_TIME,FALL,2016,SUMMER,2018,Richard,M,Williams,360 Huntington Ave,6173221309,,199,No,MA,,02115
SEATTLE,Seattle,MASTERS,Dorothy200@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Dorothy,F,Johnson,401 Terry Ave N,2069046630,,200,No,WA,,98109
BOSTON,Boston,MASTERS,Karen201@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Karen,F,Smith,360 Huntington Ave,6175299920,,201,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Margaret202@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Margaret,F,Perry,401 Terry Ave N,2068881114,,202,No,WA,,98109
SEATTLE,Seattle,MASTERS,Sandra203@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Sandra,F,Miller,401 Terry Ave N,2060715334,,203,No,WA,,98109
BOSTON,Boston,MASTERS,Elizabeth204@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Elizabeth,F,Brown,360 Huntington Ave,6172029025,,204,No,MA,,02115
SEATTLE,Seattle,MASTERS,Elizabeth205@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Elizabeth,F,Gray,401 Terry Ave N,2065798056,,205,Yes,WA,F1,98109
BOSTON,Boston,MASTERS,Andrew206@gmail.com,GRADUATED,SPRING,2015,SUMMER,2017,Andrew,M,Ward,360 Huntington Ave,6174114336,,206,Yes,MA,F1,02115
SEATTLE,Seattle,MASTERS,Ashley207@gmail.com,PART_TIME,FALL,2018,SUMMER,2020,Ashley,F,Lopez,401 Terry Ave N,2065440779,,207,No,WA,,98109
BOSTON,Boston,MASTERS,Dorothy208@gmail.com,GRADUATED,SPRING,2015,SUMMER,2017,Dorothy,F,Jones,360 Huntington Ave,6176301876,,208,No,MA,,02115
BOSTON,Boston,MASTERS,Kenneth209@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Kenneth,M,Brown,360 Huntington Ave,6170839173,,209,Yes,MA,F1,02115
BOSTON,Boston,MASTERS,James210@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,James,M,Carter,360 Huntington Ave,6177018400,,210,No,MA,F1,02115
BOSTON,Boston,MASTERS,Susan211@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Susan,F,Gray,360 Huntington Ave,6175606770,,211,No,MA,,02115
SEATTLE,Seattle,MASTERS,Susan212@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Susan,F,Johnson,401 Terry Ave N,2063267801,,212,Yes,WA,F1,98109
SEATTLE,Seattle,MASTERS,Christopher213@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Christopher,M,Davis,401 Terry Ave N,2066602272,,213,No,WA,,98109
SILICON_VALLEY,San Jose,MASTERS,Charles214@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Charles,M,Jackson,Front Street,2201759110,,214,No,CA,,94080
SILICON_VALLEY,San Jose,MASTERS,Donna215@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Donna,F,Hall,Front Street,2200147755,,215,No,CA,,94080
BOSTON,Boston,MASTERS,Karen216@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Karen,F,Williams,360 Huntington Ave,6175643571,,216,Yes,MA,F1,02115
SEATTLE,Seattle,MASTERS,Andrew217@gmail.com,FULL_TIME,SPRING,2016,SUMMER,2018,Andrew,M,Carter,401 Terry Ave N,2061215894,,217,No,WA,F1,98109
BOSTON,Boston,MASTERS,Dorothy218@gmail.com,FULL_TIME,SPRING,2018,SUMMER,2020,Dorothy,F,Wood,360 Huntington Ave,6171639774,,218,No,MA,F1,02115
BOSTON,Boston,MASTERS,William219@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,William,M,Ward,360 Huntington Ave,6175896065,,219,No,MA,,02115
SEATTLE,Seattle,MASTERS,William220@gmail.com,GRADUATED,SPRING,2015,SUMMER,2017,William,M,Ward,401 Terry Ave N,2062008064,,220,No,WA,,98109
SEATTLE,Seattle,MASTERS,Mary221@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Mary,F,Gray,401 Terry Ave N,2063192724,,221,No,WA,,98109
SEATTLE,Seattle,MASTERS,Joseph222@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Joseph,M,Taylor,401 Terry Ave N,2061206173,,222,No,WA,,98109
SEATTLE,Seattle,MASTERS,Anthony223@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Anthony,M,Allen,401 Terry Ave N,2067119258,,223,No,WA,F1,98109
SILICON_VALLEY,San Jose,MASTERS,Donna224@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Donna,F,Carter,Front Street,2206059473,,224,No,CA,,94080
SEATTLE,Seattle,MASTERS,Mary225@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Mary,F,Johnson,401 Terry Ave N,2064266538,,225,No,WA,,98109
SEATTLE,Seattle,MASTERS,Susan226@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Susan,F,Jones,401 Terry Ave N,2063561001,,226,No,WA,,98109
SEATTLE,Seattle,MASTERS,Karen227@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Karen,F,Smith,401 Terry Ave N,2060034550,,227,No,WA,,98109
CHARLOTTE,Charlotte,MASTERS,Jessica228@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Jessica,F,Gray,101 N Tryon St,9805346594,,228,No,NC,,28246
CHARLOTTE,Charlotte,MASTERS,Daniel229@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Daniel,M,Jackson,101 N Tryon St,9802371420,,229,Yes,NC,F1,28246
SEATTLE,Seattle,MASTERS,John230@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,John,M,Lopez,401 Terry Ave N,2069386240,,230,No,WA,F1,98109
SILICON_VALLEY,San Jose,MASTERS,Sarah231@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Sarah,F,White,Front Street,2200482822,,231,No,CA,F1,94080
SEATTLE,Seattle,MASTERS,Patricia232@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Patricia,F,Ward,401 Terry Ave N,2064830998,,232,No,WA,,98109
BOSTON,Boston,MASTERS,Ashley233@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Ashley,F,Allen,360 Huntington Ave,6173610815,,233,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Jessica234@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,Jessica,F,Gray,401 Terry Ave N,2066319428,,234,No,WA,,98109
BOSTON,Boston,MASTERS,Steven235@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Steven,M,Taylor,360 Huntington Ave,6175472475,,235,No,MA,,02115
SEATTLE,Seattle,MASTERS,Mark236@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Mark,M,Miller,401 Terry Ave N,2067721839,,236,No,WA,,98109
SEATTLE,Seattle,MASTERS,Jennifer237@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Jennifer,F,Lee,401 Terry Ave N,2065862033,,237,Yes,WA,F1,98109
BOSTON,Boston,MASTERS,Matthew238@gmail.com,GRADUATED,SPRING,2015,SUMMER,2017,Matthew,M,Jones,360 Huntington Ave,6173078311,,238,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Carol239@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Carol,F,White,401 Terry Ave N,2063600410,,239,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Barbara240@gmail.com,FULL_TIME,SPRING,2016,SUMMER,2018,Barbara,F,Miller,401 Terry Ave N,2068742361,,240,No,WA,F1,98109
BOSTON,Boston,MASTERS,Robert241@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Robert,M,Johnson,360 Huntington Ave,6178071785,,241,No,MA,F1,02115
BOSTON,Boston,MASTERS,Barbara242@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Barbara,F,Allen,360 Huntington Ave,6177578270,,242,Yes,MA,F1,02115
SEATTLE,Seattle,MASTERS,James243@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,James,M,Lee,401 Terry Ave N,2064831466,,243,No,WA,,98109
BOSTON,Boston,MASTERS,Michael244@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Michael,M,Davis,360 Huntington Ave,6173032522,,244,No,MA,F1,02115
BOSTON,Boston,MASTERS,Donald245@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Donald,M,Jackson,360 Huntington Ave,6171561351,,245,No,MA,F1,02115
CHARLOTTE,Charlotte,MASTERS,Jessica246@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Jessica,F,Davis,101 N Tryon St,9804359571,,246,No,NC,F1,28246
SEATTLE,Seattle,MASTERS,Barbara247@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Barbara,F,Brown,401 Terry Ave N,2065722962,,247,No,WA,F1,98109
BOSTON,Boston,MASTERS,Anthony248@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Anthony,M,Taylor,360 Huntington Ave,6177632635,,248,No,MA,,02115
SEATTLE,Seattle,MASTERS,Patricia249@gmail.com,GRADUATED,SPRING,2015,SUMMER,2017,Patricia,F,White,401 Terry Ave N,2060249976,,249,No,WA,,98109
SEATTLE,Seattle,MASTERS,Susan250@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Susan,F,Hall,401 Terry Ave N,2061041289,,250,No,WA,F1,98109
BOSTON,Boston,MASTERS,Jennifer251@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Jennifer,F,Smith,360 Huntington Ave,6174971704,,251,No,MA,,02115
SEATTLE,Seattle,MASTERS,Thomas252@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Thomas,M,Williams,401 Terry Ave N,2069648952,,252,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Betty253@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,Betty,F,Miller,401 Terry Ave N,2069932786,,253,No,WA,,98109
SEATTLE,Seattle,MASTERS,Kimberly254@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Kimberly,F,White,401 Terry Ave N,2063549398,,254,No,WA,F1,98109
CHARLOTTE,Charlotte,MASTERS,Linda255@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Linda,F,Williams,101 N Tryon St,9804089304,,255,Yes,NC,F1,28246
SEATTLE,Seattle,MASTERS,Thomas256@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Thomas,M,Gray,401 Terry Ave N,2061430952,,256,No,WA,,98109
CHARLOTTE,Charlotte,MASTERS,Sandra257@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Sandra,F,Hall,101 N Tryon St,9804394323,,257,No,NC,F1,28246
SEATTLE,Seattle,MASTERS,Steven258@gmail.com,GRADUATED,SPRING,2014,SUMMER,2016,Steven,M,Hall,401 Terry Ave N,2060223858,,258,No,WA,,98109
CHARLOTTE,Charlotte,MASTERS,Margaret259@gmail.com,FULL_TIME,SPRING,2016,SUMMER,2018,Margaret,F,Jackson,101 N Tryon St,9807083920,,259,No,NC,F1,28246
BOSTON,Boston,MASTERS,Charles260@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Charles,M,Smith,360 Huntington Ave,6179519546,,260,No,MA,F1,02115
BOSTON,Boston,MASTERS,John261@gmail.com,FULL_TIME,SPRING,2018,SUMMER,2020,John,M,Lee,360 Huntington Ave,6175913093,,261,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,Sarah262@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Sarah,F,Smith,Front Street,2203113264,,262,No,CA,,94080
SEATTLE,Seattle,MASTERS,Sandra263@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Sandra,F,White,401 Terry Ave N,2062306707,,263,No,WA,,98109
BOSTON,Boston,MASTERS,William264@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,William,M,Wood,360 Huntington Ave,6174952743,,264,No,MA,F1,02115
BOSTON,Boston,MASTERS,Nancy265@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Nancy,F,Davis,360 Huntington Ave,6176719122,,265,No,MA,,02115
BOSTON,Boston,MASTERS,Daniel266@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Daniel,M,Hall,360 Huntington Ave,6178591157,,266,No,MA,F1,02115
BOSTON,Boston,MASTERS,Barbara267@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Barbara,F,Jones,360 Huntington Ave,6175773382,,267,No,MA,F1,02115
BOSTON,Boston,MASTERS,Paul268@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Paul,M,Gray,360 Huntington Ave,6178112615,,268,Yes,MA,F1,02115
CHARLOTTE,Charlotte,MASTERS,Michael269@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Michael,M,Wilson,101 N Tryon St,9804124302,,269,No,NC,,28246
BOSTON,Boston,MASTERS,Kenneth270@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Kenneth,M,Ward,360 Huntington Ave,6175626636,,270,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Kimberly271@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Kimberly,F,Johnson,401 Terry Ave N,2064511227,,271,No,WA,,98109
BOSTON,Boston,MASTERS,Donna272@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Donna,F,Jackson,360 Huntington Ave,6171376372,,272,Yes,MA,F1,02115
SEATTLE,Seattle,MASTERS,Mary273@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Mary,F,Miller,401 Terry Ave N,2068346960,,273,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Margaret274@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Margaret,F,Ward,401 Terry Ave N,2067702146,,274,No,WA,,98109
BOSTON,Boston,MASTERS,Lisa275@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Lisa,F,Miller,360 Huntington Ave,6171597276,,275,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,Carol276@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Carol,F,Jones,Front Street,2202737945,,276,No,CA,F1,94080
SEATTLE,Seattle,MASTERS,Paul277@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Paul,M,Johnson,401 Terry Ave N,2064431610,,277,Yes,WA,F1,98109
BOSTON,Boston,MASTERS,Mark278@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Mark,M,Wood,360 Huntington Ave,6173563964,,278,No,MA,,02115
BOSTON,Boston,MASTERS,Anthony279@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Anthony,M,Jackson,360 Huntington Ave,6171194491,,279,No,MA,,02115
BOSTON,Boston,MASTERS,Kimberly280@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Kimberly,F,Hall,360 Huntington Ave,6178302243,,280,No,MA,F1,02115
CHARLOTTE,Charlotte,MASTERS,Andrew281@gmail.com,GRADUATED,SPRING,2015,SUMMER,2017,Andrew,M,Taylor,101 N Tryon St,9800927241,,281,No,NC,,28246
SEATTLE,Seattle,MASTERS,Christopher282@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Christopher,M,Ward,401 Terry Ave N,2064050130,,282,No,WA,,98109
SEATTLE,Seattle,MASTERS,Robert283@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Robert,M,Wilson,401 Terry Ave N,2060751368,,283,No,WA,F1,98109
CHARLOTTE,Charlotte,MASTERS,Sarah284@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Sarah,F,Perry,101 N Tryon St,9809220971,,284,No,NC,,28246
SEATTLE,Seattle,MASTERS,Nancy285@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Nancy,F,Wilson,401 Terry Ave N,2064140877,,285,No,WA,,98109
SEATTLE,Seattle,MASTERS,David286@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,David,M,Taylor,401 Terry Ave N,2067939861,,286,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Michael287@gmail.com,GRADUATED,SPRING,2015,SUMMER,2017,Michael,M,Lopez,401 Terry Ave N,2063201223,,287,No,WA,,98109
SEATTLE,Seattle,MASTERS,Margaret288@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Margaret,F,Davis,401 Terry Ave N,2066414511,,288,No,WA,F1,98109
BOSTON,Boston,MASTERS,Andrew289@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Andrew,M,Brown,360 Huntington Ave,6173332923,,289,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Betty290@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Betty,F,Allen,401 Terry Ave N,2062461118,,290,Yes,WA,F1,98109
SEATTLE,Seattle,MASTERS,Barbara291@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,Barbara,F,Taylor,401 Terry Ave N,2069810883,,291,No,WA,,98109
SEATTLE,Seattle,MASTERS,Sandra292@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,Sandra,F,Hall,401 Terry Ave N,2069399217,,292,No,WA,,98109
SEATTLE,Seattle,MASTERS,Matthew293@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Matthew,M,Wood,401 Terry Ave N,2065127697,,293,No,WA,,98109
BOSTON,Boston,MASTERS,Sandra294@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,Sandra,F,Lopez,360 Huntington Ave,6172925452,,294,No,MA,F1,02115
BOSTON,Boston,MASTERS,Sarah295@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Sarah,F,Allen,360 Huntington Ave,6171264513,,295,Yes,MA,F1,02115
CHARLOTTE,Charlotte,MASTERS,Paul296@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Paul,M,Davis,101 N Tryon St,9808844105,,296,No,NC,,28246
SEATTLE,Seattle,MASTERS,Donald297@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Donald,M,Hall,401 Terry Ave N,2063183752,,297,No,WA,,98109
SILICON_VALLEY,San Jose,MASTERS,Matthew298@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Matthew,M,Smith,Front Street,2202856230,,298,No,CA,,94080
CHARLOTTE,Charlotte,MASTERS,Sarah299@gmail.com,GRADUATED,SPRING,2015,SUMMER,2017,Sarah,F,Allen,101 N Tryon St,9809901660,,299,No,NC,,28246
BOSTON,Boston,MASTERS,Daniel300@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Daniel,M,Miller,360 Huntington Ave,6172416002,,300,Yes,MA,F1,02115
SEATTLE,Seattle,MASTERS,Matthew301@gmail.com,GRADUATED,SPRING,2014,SUMMER,2016,Matthew,M,Williams,401 Terry Ave N,2063150740,,301,No,WA,F1,98109
